"rating__-","title","body"
"2.0 out of 5 stars","Call quality not good","My calls are not coming thru properly . Audio quality is bad rooke can’t hear me . Pls exchange it."
"2.0 out of 5 stars","There was a dirt","I am not sure if this is a refurbished, it has some dirt inside but there was no damage.  Did not return it as it was working fine"
"2.0 out of 5 stars","Why I had to return them","Pros Good sound quality, extremely easy to connect to iPhone/Mac, good connectivity range. BUT!  Con1 I have nightly calls, which last 3-4 hrs at times. And these didn't even last for 3 hrs. I had to return them in their replacement period. Bad at battery.  Con2 Airpods have never fit well to my ears, so I have been using earhoox to keep them in there, but I really had to remove the earhoox, everytime I had to charge them. And put them back, otherwise these would slip out of my ears.  Con3 When you are driving with a helmet on - you really can't do anything to control music, volume, calls.  Verdict These are like iPhone 3/4, which was predominantly marked as a business phone, because of its low volume ringtone etc, it could be a rumor too, back then, but that's how I remember iPhones then. They are much different now, maybe these pods too become more worth their price, with time. But not at the moment. They are good to take small 2-3 hrs of calls/music a day, in a office/home, where you know, you can recharge them again before your next usage."
"2.0 out of 5 stars","Loose contact","Most of the time, only one earphone charges in the charging case. Seems like some loose contact . Not reliable."
"2.0 out of 5 stars","Beware","Not original"
"2.0 out of 5 stars","Apple AirPods don’t work","The product does not work from day 3 after just 3 uses. The Apple stores who checked it made an unofficial comment that we have received an used piece but was not ready to give it in writing . They tried to pair it for one more time and then again it stopped working after one try . I do not know who to reach out to for the failure of such an expensive product . Apple says they will not replace it and asks us to reach back and complain to amazon ."
"2.0 out of 5 stars","no noise cancellation option","very bad product"
"2.0 out of 5 stars","Going good until the left AirPod stopped working","Everything was good until my left AirPod stopped working intermittently  The left AirPod didn’t work properly for me and luckily it will work sometimes  It’s been just 3 months since I bought it and here comes the issue  However, I have it covered under the warranty, will need to step out and get it fixed"
"2.0 out of 5 stars","MIC NOT WORKING","The mics in both the earpods are not working properly."
"2.0 out of 5 stars","Doesn’t connect easily","At first it was good but after a month it wasn’t connecting easily at all. Not satisfied with the product."
"2.0 out of 5 stars","Damaged","Damaged in 1 year"
"2.0 out of 5 stars","Works poorly when connected to Windows 10 PC for CONFERENCE CALLS. Otherwise OK.","I bought this only for taking conference calls on Windows 10 PC using MS Teams. But it works very poorly. Poor audio quality and constant disconnects. It is not worth the price. I think you should research on other brands and buy them. They come cheaper and offer great quality for the price."
"2.0 out of 5 stars","Don't buy from online,buy at offline apple store","I suggest you to buy airpods at Apple store only.. not online.. Because I got a defective product Till a month it went well.. But then it was not upto mark ... Quality Is low.."
"2.0 out of 5 stars","Return policy","The return policy is very inflexible I ordered it for one plus and it don't seem compatible. Plus also not fitting to my ears. Made a complain but no help."
"2.0 out of 5 stars","Nice eaarphones","Overpriced for sure. Sound quality nowhere near the other earphones in the same price range. But yes, it is a status symbol for many. Buy it only if you want to show-off. Do not buy if you really want good sound."
"2.0 out of 5 stars","Overpriced","Sound quality is Similar like a normal 1500 rs earphone.. Overpriced thats all i can say"
"2.0 out of 5 stars","Heating issue","airpods heating up after use. Its very difficult to use them due to this"
"2.0 out of 5 stars","Noise cancellation is not available","Sound quality not good in outdoor Noise cancellation is not available."
"2.0 out of 5 stars","Trust!","Airpods are excellent but i got a defective and now i make them replace from the service center"
"2.0 out of 5 stars","Received AirPods With Wireless charging case instead of Chargi Case","Received AirPods With Wireless charging case instead of Chargi Case (i have already returned the product but still my refund not issued) #returnkrkegltiki"
"2.0 out of 5 stars","It was good till it lasted.","I’m a great fan of Apple but this time I’ve been let down. The left ear pod has lost its volume to a a large extent & Apple’s after sales service is a big let down in this case."
"2.0 out of 5 stars","Duplicate product","I think product is a duplicate one because as far as i know airpods doesnt have such poor battery backup also network range. Not satisfied with the product. Would request amazon to either return it back or send another one."
"2.0 out of 5 stars","Value for money","While receiving item it was good after opening the lid I notice the lid Is loose. Rest I love the item"
"2.0 out of 5 stars","I feel it’s duplicate","Sound is always breaking.! No noice cancellation.!"
"2.0 out of 5 stars","Noise cancellation is very bad","I don’t like the product"
"2.0 out of 5 stars","Amazon not providing warranty !","No warranty provided by Amazon. Buy at your risk."
"2.0 out of 5 stars","Not a good product","Battery issues from day 1"
"2.0 out of 5 stars","Battery Issue and Product is within Warranty","Please provide Contact Number as my product is under warranty, but is giving battery issues. first individual airpod would last 6 hours but now lasts only upto 2.5 hours. Pls help"
"2.0 out of 5 stars","Don't for it","Don't go for it, go for OnePlus buds, better then this airpods."
"2.0 out of 5 stars","Issues with battery drainage with Left airpod","Super Fast delivery by Amazon and best sound quality on such an amazing product by Apple. Sound Quality:4.5(dont expect too much Bass as its not an in ear earphones the mid and highs are par decent) Build Quality- 4 (expected design changes from Apple) Connectivity:-5 Best ever if you are in the apple eco-system delivery-5 I had two issues with my Airpod:- 1- First time when i paired my earphones with my phone the left earpiece was not working. This was resolved after resetting the Pod. However i felt the issue to be recurring one and i had to reset it for 3 time during the period i owned this product. 2- i started observing that the left airpod was draining at a much faster rate(don worry if you see a difference of 5-10 % difference as no 2- batteries are same) however in my case if right airpod was at 100 the left one would be at 35-50%. Also even if airpods were left in the charge case the left airpod was not charging untill the pairing of the POD with phone was not active.  - Amazon CSR Promised me an exchange of the product a day before however i was not sent any confirmation mail or any update on my cart. The next day o had to reach Amazon CSD back and then i was informed that Exchange cannot happen and only a refund can be initiated.// :( i had to return my product POOR COMMUNICATION BY AMAZON i must say.  I am definitely going to buy the product again after i receive my refund back but not from Amazon. Amazon is great but they didnt had any stock left and i don't want to get into this trouble again.  I am sure my post will be overlooked and Amazon will not pay any heed to all the troubles and discomfort i had with this purchase. However i hope this somehow helps you for your next purchase."
"2.0 out of 5 stars","Call quality not good","My calls are not coming thru properly . Audio quality is bad rooke can’t hear me . Pls exchange it."
"2.0 out of 5 stars","There was a dirt","I am not sure if this is a refurbished, it has some dirt inside but there was no damage.  Did not return it as it was working fine"
"2.0 out of 5 stars","Why I had to return them","Pros Good sound quality, extremely easy to connect to iPhone/Mac, good connectivity range. BUT!  Con1 I have nightly calls, which last 3-4 hrs at times. And these didn't even last for 3 hrs. I had to return them in their replacement period. Bad at battery.  Con2 Airpods have never fit well to my ears, so I have been using earhoox to keep them in there, but I really had to remove the earhoox, everytime I had to charge them. And put them back, otherwise these would slip out of my ears.  Con3 When you are driving with a helmet on - you really can't do anything to control music, volume, calls.  Verdict These are like iPhone 3/4, which was predominantly marked as a business phone, because of its low volume ringtone etc, it could be a rumor too, back then, but that's how I remember iPhones then. They are much different now, maybe these pods too become more worth their price, with time. But not at the moment. They are good to take small 2-3 hrs of calls/music a day, in a office/home, where you know, you can recharge them again before your next usage."
"2.0 out of 5 stars","Loose contact","Most of the time, only one earphone charges in the charging case. Seems like some loose contact . Not reliable."
"2.0 out of 5 stars","Beware","Not original"
"2.0 out of 5 stars","Apple AirPods don’t work","The product does not work from day 3 after just 3 uses. The Apple stores who checked it made an unofficial comment that we have received an used piece but was not ready to give it in writing . They tried to pair it for one more time and then again it stopped working after one try . I do not know who to reach out to for the failure of such an expensive product . Apple says they will not replace it and asks us to reach back and complain to amazon ."
"2.0 out of 5 stars","no noise cancellation option","very bad product"
"2.0 out of 5 stars","Going good until the left AirPod stopped working","Everything was good until my left AirPod stopped working intermittently  The left AirPod didn’t work properly for me and luckily it will work sometimes  It’s been just 3 months since I bought it and here comes the issue  However, I have it covered under the warranty, will need to step out and get it fixed"
"2.0 out of 5 stars","MIC NOT WORKING","The mics in both the earpods are not working properly."
"2.0 out of 5 stars","Doesn’t connect easily","At first it was good but after a month it wasn’t connecting easily at all. Not satisfied with the product."
"2.0 out of 5 stars","Damaged","Damaged in 1 year"
"2.0 out of 5 stars","Works poorly when connected to Windows 10 PC for CONFERENCE CALLS. Otherwise OK.","I bought this only for taking conference calls on Windows 10 PC using MS Teams. But it works very poorly. Poor audio quality and constant disconnects. It is not worth the price. I think you should research on other brands and buy them. They come cheaper and offer great quality for the price."
"2.0 out of 5 stars","Don't buy from online,buy at offline apple store","I suggest you to buy airpods at Apple store only.. not online.. Because I got a defective product Till a month it went well.. But then it was not upto mark ... Quality Is low.."
"2.0 out of 5 stars","Return policy","The return policy is very inflexible I ordered it for one plus and it don't seem compatible. Plus also not fitting to my ears. Made a complain but no help."
"2.0 out of 5 stars","Nice eaarphones","Overpriced for sure. Sound quality nowhere near the other earphones in the same price range. But yes, it is a status symbol for many. Buy it only if you want to show-off. Do not buy if you really want good sound."
"2.0 out of 5 stars","Overpriced","Sound quality is Similar like a normal 1500 rs earphone.. Overpriced thats all i can say"
"2.0 out of 5 stars","Heating issue","airpods heating up after use. Its very difficult to use them due to this"
"2.0 out of 5 stars","Noise cancellation is not available","Sound quality not good in outdoor Noise cancellation is not available."
"2.0 out of 5 stars","Trust!","Airpods are excellent but i got a defective and now i make them replace from the service center"
"2.0 out of 5 stars","Received AirPods With Wireless charging case instead of Chargi Case","Received AirPods With Wireless charging case instead of Chargi Case (i have already returned the product but still my refund not issued) #returnkrkegltiki"
"2.0 out of 5 stars","It was good till it lasted.","I’m a great fan of Apple but this time I’ve been let down. The left ear pod has lost its volume to a a large extent & Apple’s after sales service is a big let down in this case."
"2.0 out of 5 stars","Duplicate product","I think product is a duplicate one because as far as i know airpods doesnt have such poor battery backup also network range. Not satisfied with the product. Would request amazon to either return it back or send another one."
"2.0 out of 5 stars","Value for money","While receiving item it was good after opening the lid I notice the lid Is loose. Rest I love the item"
"2.0 out of 5 stars","I feel it’s duplicate","Sound is always breaking.! No noice cancellation.!"
"2.0 out of 5 stars","Noise cancellation is very bad","I don’t like the product"
"2.0 out of 5 stars","Amazon not providing warranty !","No warranty provided by Amazon. Buy at your risk."
"2.0 out of 5 stars","Not a good product","Battery issues from day 1"
"2.0 out of 5 stars","Battery Issue and Product is within Warranty","Please provide Contact Number as my product is under warranty, but is giving battery issues. first individual airpod would last 6 hours but now lasts only upto 2.5 hours. Pls help"
"2.0 out of 5 stars","Don't for it","Don't go for it, go for OnePlus buds, better then this airpods."
"2.0 out of 5 stars","Don’t order online no replacement guaranteed","Just after 2 days , left AirPod is not working even after full charge. No replacement options just Apple customer care details. This is frustrating and not expected. Amazon should provide better service !"
"2.0 out of 5 stars","Quality is bad","Sound is different in both airpods mics are not so good and my product has internal fault of mics by itself."
"2.0 out of 5 stars","Horrible battery life","I have 2 sets of airpods, the one I bought at the store gives almost twice the batter life of the one I bought from amazon. My advice would be to get it from the store. These guys probably sell the defected ones for a little cheaper."
"2.0 out of 5 stars","Poor product","Now it is around 6 months .. the battery of my airpods are just of 1 hr ... poor product"
"2.0 out of 5 stars","Worst product to buy from amazon","The worst product i have bought till now, this are my second airpods and have gone bad within 1 year... worst product quality i believe... overcthat amazon team cannot provide solutions in even one month and still beating around the buss....really harassed..."
"2.0 out of 5 stars","Recieved damaged opted for replacement","I ordered this on 14 oct and got on 17 oct and i opened the package and the product was found damaged a bit from sides. And yes these are airpods 2 original. But these were damaged so i have opt for replacement lets see when the replacement arrives."
"2.0 out of 5 stars","Charging issue","I ordered this item trusting amazon but when I received the item the item was defective I believe when i connect the airpods to charge the light starts blinking which it shoulf not and it lid for the airpod is also loose i think i wasted my money"
"2.0 out of 5 stars","Battery Issue","I don't know why, but I'm having terrible battery life issues with this device.  The airpod case is not charging or sustaining enough. Very strange !"
"2.0 out of 5 stars","Not recommended","Worst product"
"2.0 out of 5 stars","Mic is not working","The mic stopped working in July 2020. I don’t know where to service"
"2.0 out of 5 stars","Don't buy it from this seller.","The product which I received had stains over it and also was poorly built which in any bonafide apple product doesn't have.So all in all, it looks like I've received a product which has been used before."
"2.0 out of 5 stars","Not worth it","Audio breaks sometimes. Sometimes it takes longer time to connect to iPhone sometimes is doesn't even connect. Reveived faulty product"
"2.0 out of 5 stars","Bad","After using one week airpods got damaged I really disappointed with airpods."
"2.0 out of 5 stars","Problem with charging case","Charging case drains fast even doesn’t use Pods."
"2.0 out of 5 stars","Received damaged product","Battery is draning very fast in one airpod, there is no return or replace..."
"2.0 out of 5 stars","Apple AirPod charging case is good but price should be 12k","I have a problem with this product but serial no is incorrect mentioned in bill"
"2.0 out of 5 stars","Not satisfied","Initially the product was working fine but now it is making a problem. I would not recommend you to buy it from this retailer. But go and buy from the store."
"2.0 out of 5 stars","Android users Do Not Buy","Zero Noise Cancellation on this Product. P Don't Buy this product"
"2.0 out of 5 stars","Worth for money - 0 stars","Everything is awesome but the only drawback is cost. The same quality of sound u can get in Apple Wired Earphone. So think before u buy."
"2.0 out of 5 stars","Not bad","Not bad"
"2.0 out of 5 stars","Issues with battery drainage with Left airpod","Super Fast delivery by Amazon and best sound quality on such an amazing product by Apple. Sound Quality:4.5(dont expect too much Bass as its not an in ear earphones the mid and highs are par decent) Build Quality- 4 (expected design changes from Apple) Connectivity:-5 Best ever if you are in the apple eco-system delivery-5 I had two issues with my Airpod:- 1- First time when i paired my earphones with my phone the left earpiece was not working. This was resolved after resetting the Pod. However i felt the issue to be recurring one and i had to reset it for 3 time during the period i owned this product. 2- i started observing that the left airpod was draining at a much faster rate(don worry if you see a difference of 5-10 % difference as no 2- batteries are same) however in my case if right airpod was at 100 the left one would be at 35-50%. Also even if airpods were left in the charge case the left airpod was not charging untill the pairing of the POD with phone was not active.  - Amazon CSR Promised me an exchange of the product a day before however i was not sent any confirmation mail or any update on my cart. The next day o had to reach Amazon CSD back and then i was informed that Exchange cannot happen and only a refund can be initiated.// :( i had to return my product POOR COMMUNICATION BY AMAZON i must say.  I am definitely going to buy the product again after i receive my refund back but not from Amazon. Amazon is great but they didnt had any stock left and i don't want to get into this trouble again.  I am sure my post will be overlooked and Amazon will not pay any heed to all the troubles and discomfort i had with this purchase. However i hope this somehow helps you for your next purchase."
"2.0 out of 5 stars","Call quality not good","My calls are not coming thru properly . Audio quality is bad rooke can’t hear me . Pls exchange it."
"2.0 out of 5 stars","There was a dirt","I am not sure if this is a refurbished, it has some dirt inside but there was no damage.  Did not return it as it was working fine"
"2.0 out of 5 stars","Why I had to return them","Pros Good sound quality, extremely easy to connect to iPhone/Mac, good connectivity range. BUT!  Con1 I have nightly calls, which last 3-4 hrs at times. And these didn't even last for 3 hrs. I had to return them in their replacement period. Bad at battery.  Con2 Airpods have never fit well to my ears, so I have been using earhoox to keep them in there, but I really had to remove the earhoox, everytime I had to charge them. And put them back, otherwise these would slip out of my ears.  Con3 When you are driving with a helmet on - you really can't do anything to control music, volume, calls.  Verdict These are like iPhone 3/4, which was predominantly marked as a business phone, because of its low volume ringtone etc, it could be a rumor too, back then, but that's how I remember iPhones then. They are much different now, maybe these pods too become more worth their price, with time. But not at the moment. They are good to take small 2-3 hrs of calls/music a day, in a office/home, where you know, you can recharge them again before your next usage."
"2.0 out of 5 stars","Loose contact","Most of the time, only one earphone charges in the charging case. Seems like some loose contact . Not reliable."
"2.0 out of 5 stars","Beware","Not original"
"2.0 out of 5 stars","Apple AirPods don’t work","The product does not work from day 3 after just 3 uses. The Apple stores who checked it made an unofficial comment that we have received an used piece but was not ready to give it in writing . They tried to pair it for one more time and then again it stopped working after one try . I do not know who to reach out to for the failure of such an expensive product . Apple says they will not replace it and asks us to reach back and complain to amazon ."
"2.0 out of 5 stars","no noise cancellation option","very bad product"
"2.0 out of 5 stars","Going good until the left AirPod stopped working","Everything was good until my left AirPod stopped working intermittently  The left AirPod didn’t work properly for me and luckily it will work sometimes  It’s been just 3 months since I bought it and here comes the issue  However, I have it covered under the warranty, will need to step out and get it fixed"
"2.0 out of 5 stars","MIC NOT WORKING","The mics in both the earpods are not working properly."
"2.0 out of 5 stars","Doesn’t connect easily","At first it was good but after a month it wasn’t connecting easily at all. Not satisfied with the product."
"2.0 out of 5 stars","Damaged","Damaged in 1 year"
"2.0 out of 5 stars","Works poorly when connected to Windows 10 PC for CONFERENCE CALLS. Otherwise OK.","I bought this only for taking conference calls on Windows 10 PC using MS Teams. But it works very poorly. Poor audio quality and constant disconnects. It is not worth the price. I think you should research on other brands and buy them. They come cheaper and offer great quality for the price."
"2.0 out of 5 stars","Don't buy from online,buy at offline apple store","I suggest you to buy airpods at Apple store only.. not online.. Because I got a defective product Till a month it went well.. But then it was not upto mark ... Quality Is low.."
"2.0 out of 5 stars","Return policy","The return policy is very inflexible I ordered it for one plus and it don't seem compatible. Plus also not fitting to my ears. Made a complain but no help."
"2.0 out of 5 stars","Nice eaarphones","Overpriced for sure. Sound quality nowhere near the other earphones in the same price range. But yes, it is a status symbol for many. Buy it only if you want to show-off. Do not buy if you really want good sound."
"2.0 out of 5 stars","Overpriced","Sound quality is Similar like a normal 1500 rs earphone.. Overpriced thats all i can say"
"2.0 out of 5 stars","Heating issue","airpods heating up after use. Its very difficult to use them due to this"
"2.0 out of 5 stars","Noise cancellation is not available","Sound quality not good in outdoor Noise cancellation is not available."
"2.0 out of 5 stars","Trust!","Airpods are excellent but i got a defective and now i make them replace from the service center"
"2.0 out of 5 stars","Issues with battery drainage with Left airpod","Super Fast delivery by Amazon and best sound quality on such an amazing product by Apple. Sound Quality:4.5(dont expect too much Bass as its not an in ear earphones the mid and highs are par decent) Build Quality- 4 (expected design changes from Apple) Connectivity:-5 Best ever if you are in the apple eco-system delivery-5 I had two issues with my Airpod:- 1- First time when i paired my earphones with my phone the left earpiece was not working. This was resolved after resetting the Pod. However i felt the issue to be recurring one and i had to reset it for 3 time during the period i owned this product. 2- i started observing that the left airpod was draining at a much faster rate(don worry if you see a difference of 5-10 % difference as no 2- batteries are same) however in my case if right airpod was at 100 the left one would be at 35-50%. Also even if airpods were left in the charge case the left airpod was not charging untill the pairing of the POD with phone was not active.  - Amazon CSR Promised me an exchange of the product a day before however i was not sent any confirmation mail or any update on my cart. The next day o had to reach Amazon CSD back and then i was informed that Exchange cannot happen and only a refund can be initiated.// :( i had to return my product POOR COMMUNICATION BY AMAZON i must say.  I am definitely going to buy the product again after i receive my refund back but not from Amazon. Amazon is great but they didnt had any stock left and i don't want to get into this trouble again.  I am sure my post will be overlooked and Amazon will not pay any heed to all the troubles and discomfort i had with this purchase. However i hope this somehow helps you for your next purchase."
"2.0 out of 5 stars","Call quality not good","My calls are not coming thru properly . Audio quality is bad rooke can’t hear me . Pls exchange it."
"2.0 out of 5 stars","There was a dirt","I am not sure if this is a refurbished, it has some dirt inside but there was no damage.  Did not return it as it was working fine"
"2.0 out of 5 stars","Why I had to return them","Pros Good sound quality, extremely easy to connect to iPhone/Mac, good connectivity range. BUT!  Con1 I have nightly calls, which last 3-4 hrs at times. And these didn't even last for 3 hrs. I had to return them in their replacement period. Bad at battery.  Con2 Airpods have never fit well to my ears, so I have been using earhoox to keep them in there, but I really had to remove the earhoox, everytime I had to charge them. And put them back, otherwise these would slip out of my ears.  Con3 When you are driving with a helmet on - you really can't do anything to control music, volume, calls.  Verdict These are like iPhone 3/4, which was predominantly marked as a business phone, because of its low volume ringtone etc, it could be a rumor too, back then, but that's how I remember iPhones then. They are much different now, maybe these pods too become more worth their price, with time. But not at the moment. They are good to take small 2-3 hrs of calls/music a day, in a office/home, where you know, you can recharge them again before your next usage."
"2.0 out of 5 stars","Loose contact","Most of the time, only one earphone charges in the charging case. Seems like some loose contact . Not reliable."
"2.0 out of 5 stars","Beware","Not original"
"2.0 out of 5 stars","Apple AirPods don’t work","The product does not work from day 3 after just 3 uses. The Apple stores who checked it made an unofficial comment that we have received an used piece but was not ready to give it in writing . They tried to pair it for one more time and then again it stopped working after one try . I do not know who to reach out to for the failure of such an expensive product . Apple says they will not replace it and asks us to reach back and complain to amazon ."
"2.0 out of 5 stars","no noise cancellation option","very bad product"
"2.0 out of 5 stars","Going good until the left AirPod stopped working","Everything was good until my left AirPod stopped working intermittently  The left AirPod didn’t work properly for me and luckily it will work sometimes  It’s been just 3 months since I bought it and here comes the issue  However, I have it covered under the warranty, will need to step out and get it fixed"
"2.0 out of 5 stars","MIC NOT WORKING","The mics in both the earpods are not working properly."
"2.0 out of 5 stars","Doesn’t connect easily","At first it was good but after a month it wasn’t connecting easily at all. Not satisfied with the product."
"2.0 out of 5 stars","Damaged","Damaged in 1 year"
"2.0 out of 5 stars","Works poorly when connected to Windows 10 PC for CONFERENCE CALLS. Otherwise OK.","I bought this only for taking conference calls on Windows 10 PC using MS Teams. But it works very poorly. Poor audio quality and constant disconnects. It is not worth the price. I think you should research on other brands and buy them. They come cheaper and offer great quality for the price."
"2.0 out of 5 stars","Don't buy from online,buy at offline apple store","I suggest you to buy airpods at Apple store only.. not online.. Because I got a defective product Till a month it went well.. But then it was not upto mark ... Quality Is low.."
"2.0 out of 5 stars","Return policy","The return policy is very inflexible I ordered it for one plus and it don't seem compatible. Plus also not fitting to my ears. Made a complain but no help."
"2.0 out of 5 stars","Nice eaarphones","Overpriced for sure. Sound quality nowhere near the other earphones in the same price range. But yes, it is a status symbol for many. Buy it only if you want to show-off. Do not buy if you really want good sound."
"2.0 out of 5 stars","Overpriced","Sound quality is Similar like a normal 1500 rs earphone.. Overpriced thats all i can say"
"2.0 out of 5 stars","Heating issue","airpods heating up after use. Its very difficult to use them due to this"
"2.0 out of 5 stars","Noise cancellation is not available","Sound quality not good in outdoor Noise cancellation is not available."
"2.0 out of 5 stars","Trust!","Airpods are excellent but i got a defective and now i make them replace from the service center"
"2.0 out of 5 stars","Received AirPods With Wireless charging case instead of Chargi Case","Received AirPods With Wireless charging case instead of Chargi Case (i have already returned the product but still my refund not issued) #returnkrkegltiki"
"2.0 out of 5 stars","It was good till it lasted.","I’m a great fan of Apple but this time I’ve been let down. The left ear pod has lost its volume to a a large extent & Apple’s after sales service is a big let down in this case."
"2.0 out of 5 stars","Duplicate product","I think product is a duplicate one because as far as i know airpods doesnt have such poor battery backup also network range. Not satisfied with the product. Would request amazon to either return it back or send another one."
"2.0 out of 5 stars","Value for money","While receiving item it was good after opening the lid I notice the lid Is loose. Rest I love the item"
"2.0 out of 5 stars","I feel it’s duplicate","Sound is always breaking.! No noice cancellation.!"
"2.0 out of 5 stars","Noise cancellation is very bad","I don’t like the product"
"2.0 out of 5 stars","Amazon not providing warranty !","No warranty provided by Amazon. Buy at your risk."
"2.0 out of 5 stars","Not a good product","Battery issues from day 1"
"2.0 out of 5 stars","Battery Issue and Product is within Warranty","Please provide Contact Number as my product is under warranty, but is giving battery issues. first individual airpod would last 6 hours but now lasts only upto 2.5 hours. Pls help"
"2.0 out of 5 stars","Don't for it","Don't go for it, go for OnePlus buds, better then this airpods."
"2.0 out of 5 stars","Don’t order online no replacement guaranteed","Just after 2 days , left AirPod is not working even after full charge. No replacement options just Apple customer care details. This is frustrating and not expected. Amazon should provide better service !"
"2.0 out of 5 stars","Quality is bad","Sound is different in both airpods mics are not so good and my product has internal fault of mics by itself."
"2.0 out of 5 stars","Horrible battery life","I have 2 sets of airpods, the one I bought at the store gives almost twice the batter life of the one I bought from amazon. My advice would be to get it from the store. These guys probably sell the defected ones for a little cheaper."
"2.0 out of 5 stars","Poor product","Now it is around 6 months .. the battery of my airpods are just of 1 hr ... poor product"
"2.0 out of 5 stars","Worst product to buy from amazon","The worst product i have bought till now, this are my second airpods and have gone bad within 1 year... worst product quality i believe... overcthat amazon team cannot provide solutions in even one month and still beating around the buss....really harassed..."
"2.0 out of 5 stars","Recieved damaged opted for replacement","I ordered this on 14 oct and got on 17 oct and i opened the package and the product was found damaged a bit from sides. And yes these are airpods 2 original. But these were damaged so i have opt for replacement lets see when the replacement arrives."
"2.0 out of 5 stars","Charging issue","I ordered this item trusting amazon but when I received the item the item was defective I believe when i connect the airpods to charge the light starts blinking which it shoulf not and it lid for the airpod is also loose i think i wasted my money"
"2.0 out of 5 stars","Battery Issue","I don't know why, but I'm having terrible battery life issues with this device.  The airpod case is not charging or sustaining enough. Very strange !"
"2.0 out of 5 stars","Not recommended","Worst product"
"2.0 out of 5 stars","Mic is not working","The mic stopped working in July 2020. I don’t know where to service"
"2.0 out of 5 stars","Don't buy it from this seller.","The product which I received had stains over it and also was poorly built which in any bonafide apple product doesn't have.So all in all, it looks like I've received a product which has been used before."
"2.0 out of 5 stars","Not worth it","Audio breaks sometimes. Sometimes it takes longer time to connect to iPhone sometimes is doesn't even connect. Reveived faulty product"
"2.0 out of 5 stars","Bad","After using one week airpods got damaged I really disappointed with airpods."
"2.0 out of 5 stars","Problem with charging case","Charging case drains fast even doesn’t use Pods."
"2.0 out of 5 stars","Received damaged product","Battery is draning very fast in one airpod, there is no return or replace..."
"2.0 out of 5 stars","Apple AirPod charging case is good but price should be 12k","I have a problem with this product but serial no is incorrect mentioned in bill"
"2.0 out of 5 stars","Not satisfied","Initially the product was working fine but now it is making a problem. I would not recommend you to buy it from this retailer. But go and buy from the store."
"2.0 out of 5 stars","Android users Do Not Buy","Zero Noise Cancellation on this Product. P Don't Buy this product"
"2.0 out of 5 stars","Worth for money - 0 stars","Everything is awesome but the only drawback is cost. The same quality of sound u can get in Apple Wired Earphone. So think before u buy."
"2.0 out of 5 stars","Not bad","Not bad"
"2.0 out of 5 stars","Airpods 1, Not 2.","Let me tell everyone that these are “Airpods 1”, not the Airpods 2 with the H1 chip. Airpods 2 have the LED indicator outside the Charging case, not inside the shutter."
"2.0 out of 5 stars","Low volume issues","I have used one day.. In first day working fine for Android and if connect apple low volume coming.. I had reset many times and not working properly"
"2.0 out of 5 stars","Defective or a used product","I received a defective product or may be a used product. Mic and background noise cancellation doesn’t work properly when I’m on phone call."
"2.0 out of 5 stars","Defective piece","AirPods are good but which I receive that was defective that’s why I want to replace It or want my money back"
"2.0 out of 5 stars","Defective piece","I'm using this item from last 4 days. The audio of the item is decreasing continuously. I think item is defective ."
"2.0 out of 5 stars","Ok ok","Ok"
"2.0 out of 5 stars","Product finishing very bad","Finishing is very bad edges not clear it's look like refurbished item."
"2.0 out of 5 stars","Replacement","Overall good but the case head will be shaking"
"2.0 out of 5 stars","Defective right earpod","Good device. However having problem with right EarPod . Will have to claim warranty."
"2.0 out of 5 stars","price too high","noise cancellation not good"
"2.0 out of 5 stars","Awesome","will give you guys detailed review after 1 month"
"2.0 out of 5 stars","Waste Product","This is fake product...it’s not a value of money..."
"2.0 out of 5 stars","Suddenly stopped the music and restart","Suddenly stopped the music and restart"
"2.0 out of 5 stars","Connectivity issue in the device","Getting issue in connectivity"
"2.0 out of 5 stars","hdhd","shshwj"
"2.0 out of 5 stars","Network issues","Sounds good"
"2.0 out of 5 stars","Noise cancellation not working","Not satisfied"
"2.0 out of 5 stars","Left earpod disconnecting","With in 6 months left earpod keep disconneting even after reset earpod and new firm version also. With that repair earpod price we can buy new once"
"2.0 out of 5 stars","Bad amazon","Airpods are good but dont buy from amazon,they are sending defective profucts"
"2.0 out of 5 stars","The AirPods dispatched to me are faulty !","They are not able to catch range even within 5 mtr distance from my phone. How an Apple product be of such inferior quality ? I need replacement for this product - Its been less than 6 months yet"
